266	Pasta with Kalamata Olives and Roasted Cherry Tomato Sauce	Roasting the tomatoes concentrates their sweetness. What to drink: A dry Italian white, such as Pinot Grigio or Soave.	Position rack in center of oven and preheat to 375F. Combine tomatoes, oil, garlic, vinegar, and crushed red pepper in 13x9x2-inch glass baking dish. Season to taste with salt and pepper. Roast until tomatoes are tender and juicy, stirring occasionally, about 45 minutes. Stir in oregano. (Can be made 2 hours ahead. Let stand at room temperature.)@newline@Cook pasta in large pot of boiling salted water until just tender but still firm to bite. Drain. Return to pot. Add tomato mixture, olives, and capers. Stir over medium heat until heated through, about 2 minutes. Add feta and stir until melted and creamy, about 2 minutes. Divide pasta among 6 plates; sprinkle with pine nuts and serve.@newline@
267	Cherry-Almond Trifle	Begin preparing this at least a day ahead.	Make jam: Combine all ingredients in heavy medium saucepan. Stir over medium heat until sugar dissolves and mixture boils. Reduce heat to medium-low and simmer until jam is thick, stirring often, about 22 minutes. Transfer to small bowl. Cover and chill up to 3 days.@newline@
268	Crown Roast of Pork with Apple Stuffing		Make stuffing: Preheat oven to 350F.@newline@Spread bread squares in 1 layer in a shallow baking pan and bake in middle of oven until dry and lightly toasted, about 15 minutes. Leave oven on (for roast) and cool bread.@newline@Cook onion and celery in butter in a 12-inch heavy skillet over moderate heat, stirring occasionally, until softened, 4 to 5 minutes. Stir in apples, sugar, salt, pepper, sage, thyme, nutmeg, and cinnamon. Reduce heat to low, then cook, covered, stirring, until apples are tender, about 15 minutes. Stir in bread squares, parsley, and chives.@newline@
269	Radicchio, Frise, and Artichoke Salad	Insalata di Radicchio, Frise, e Carciofip@newline@pIncluding raw artichokes in a salad is an Italian trademark  their flavor is fresher and milder than that of cooked artichokes.p@newline@pActive time: 40 min Start to finish: 1 hr	Squeeze juice from 1 lemon half into a large bowl of cold water, then drop same half into water.@newline@Cut off stem of 1 artichoke and discard. Cut off top inch of artichoke with a serrated knife. Bend back outer leaves until they snap off close to base, then discard several more layers of leaves in same manner until you reach pale yellow leaves with pale green tips.@newline@Cut remaining leaves flush with top of artichoke bottom with a sharp knife, then pull out purple leaves and scoop out fuzzy choke with a melon-ball cutter. Rub cut surfaces with remaining lemon half. Trim remaining dark green fibrous parts from base and sides of artichoke with sharp knife, then rub cut surfaces with same lemon half and drop artichoke into the acidulated water. Repeat with remaining artichokes.@newline@Just before serving, slice artichokes paper-thin crosswise with slicer. Immediately toss with frise and radicchio in a large bowl. Drizzle with oil and toss. Sprinkle with kosher salt and pepper and toss. Drizzle with vinegar (to taste) and toss again.@newline@
270	Halibut with Sambal Vinaigrette and Wasabi Cream	"At Highland's Garden Cafe in Denver, Colorado, I had an unusual and delicious lunch entre of fish with sambal vinaigrette and wasabi cream," says William Starret, Jr. of Washington, D.C. "I would greatly appreciate it if you could get the recipe for me."	Preheat oven to 400F.@newline@
271	Pumpkin Cake with Sage Ice Cream and Pumpkin Cherry Compote	Active time: 1 hr Start to finish: 5 hrp@newline@pIf you decide to use fresh pumpkin pure for this cake, be sure you drain it for the full eight hours we recommend in the procedure.	Make ice cream: Bring cream, half-and-half, sage, and zest to a boil in a large heavy saucepan over moderate heat. Remove from heat and steep, covered, 10 minutes.@newline@Whisk together yolks, granulated sugar, and salt in a large bowl. Whisk in half of hot cream, then whisk egg mixture into remaining cream in saucepan. Cook custard over moderate heat, stirring constantly with a wooden spoon, until it coats back of spoon and reaches 170F on thermometer, about 5 minutes (do not let boil).@newline@Pour custard through a fine sieve into a bowl and cool, stirring occasionally. Chill custard, its surface covered with plastic wrap, until cold, at least 3 hours.@newline@Freeze custard in ice cream maker, then transfer to an airtight container and put in freezer to harden.@newline@
272	Turkey Giblet Stock		Heat oil in a 3-quart saucepan over moderately high heat until hot but not smoking, then brown neck and giblets. Add remaining ingredients and simmer until reduced to about 4 cups, 45 minutes to 1 hour. Pour stock through a fine sieve into a bowl. Skim off and discard any fat.@newline@
273	Sauteed Radishes and Sugar Snap Peas with Dill		This side dish would pair beautifully with roast lamb or salmon. To remove strings from fresh peas, just snap off the stem end and pull string lengthwise down each pod. Melt butter with oil in large nonstick skillet over medium heat. Add shallots and saut until golden, about 5 minutes. Add sugar snap peas and radishes; saut until crisp-tender, about 5 minutes. Add orange juice and dill seeds; stir 1 minute. Season with salt and pepper. Stir in chopped dill. Transfer to bowl; serve.@newline@
274	Dried Cherry-Almond Fruitcake	A celebration of midwestern cherries.	For cake: Preheat oven to 325F. Butter and flour 10-inch-diameter nonstick angel food cake pan. Line bottom with parchment paper. Toss first 4 ingredients with 1/2 cup flour in large bowl to coat.@newline@Whisk remaining 1 1/2 cups flour, baking powder, and salt in medium bowl to blend. Using electric mixer, beat butter and both sugars in another large bowl until fluffy. Beat in eggs 1 at a time, blending well after each addition. Beat in rum, maple syrup, and vanilla. Add flour mixture and beat until just combined. Stir in dried fruit mixture. Spoon batter into prepared pan, flattening to eliminate air pockets. Bake until tester inserted near center of cake comes out clean and cake is deep golden brown, about 1 hour 30 minutes. Cool in pan 15 minutes.@newline@
275	Peppered Tuna Skewers with Wasabi Mayonnaise	Pretty, sophisticated, and easy to eat.	Mix 2 tablespoons wasabi powder and 1 1/2 tablespoons water in small bowl to blend. Whisk in 1/2 cup mayonnaise. Cover wasabi mayonnaise and refrigerate at least 30 minutes. (Can be made 1 day ahead. Keep refrigerated.)@newline@Combine tuna and soy sauce in medium bowl; toss to coat. Marinate tuna 30 minutes at room temperature, stirring occasionally.@newline@Meanwhile, thread 1 ginger slice onto each skewer 2 inches from tip.@newline@Line platter with watercress. Place bowl of wasabi mayonnaise on platter. Drain tuna; pat dry. Return to medium bowl. Sprinkle with pepper; toss to coat. Heat oil in large skillet over medium-high heat. Add tuna and sear until browned on all sides but still pink inside, about 2 minutes total. Thread 1 tuna cube onto each prepared skewer next to ginger. Arrange skewers on platter and serve.@newline@
276	Pork Chops with Pecan Corn Bread Dressing and Cider Gravy	If you don't happen to have any day-old corn bread on hand, just follow our precipep  fresh regular corn bread may be too moist.p@newline@pActive time: 45 min Start to finish: 2 hr (includes making corn bread)	Preheat oven to 325F.@newline@Lightly toast corn bread in a shallow baking pan in middle of oven until dry and pale golden, 15 to 20 minutes. Remove from oven.@newline@Increase oven temperature to 375F.@newline@Saut celery, onion, and bell pepper in butter in a 12-inch heavy skillet over moderately high heat, stirring occasionally, until softened and beginning to brown, about 5 minutes. Stir in shiitakes and saut, stirring, until tender, 2 to 3 minutes. Add 1 cup broth and deglaze skillet by boiling, stirring and scraping up brown bits. Add corn bread, pecans, sage, parsley, salt, and pepper and toss well, then transfer to a buttered 3-quart gratin dish or large baking pan.@newline@Heat 1 1/2 tablespoons oil in cleaned skillet over moderately high heat until hot but not smoking. While oil is heating, pat dry 3 pork chops and season with salt and pepper. Brown chops, turning once, about 6 minutes total, then arrange on corn bread. Brown remaining 3 chops in same manner, adding more oil if necessary. Reserve skillet.@newline@Roast chops on corn bread in middle of oven until pork is just cooked through, 18 to 22 minutes. After pork has roasted 10 minutes, pour off fat from skillet and heat skillet over moderately high heat until hot. Add cider and deglaze skillet by boiling, stirring and scraping up brown bits, then add remaining cup broth. Stir cornstarch mixture and add to hot cider mixture. Bring sauce to a boil, whisking constantly, then boil, whisking, 1 minute and season with salt and pepper.@newline@
277	Curried Chicken Legs with Okra and Potatoes	For those who've found the consistency of okra unappealing, there are secrets to keeping it crisp and toothsome: Don't cut into the pod when trimming the stems and don't overcook it.	Cut chicken legs into drumsticks and thighs and discard skin and any fat from chicken. (To remove skin from drumsticks, hold drumstick at large end, grip skin with a paper towel, and pull skin over small end.) Pat chicken dry. Mince garlic and in an electric coffee/spice grinder finely grind together coriander seeds, curry powder, fennel seeds, and cayenne. In a large bowl combine garlic, spice mixture, and gingerroot. Add chicken, tossing to coat, and season with salt.@newline@Cut potatoes into 1 1/2-inch pieces and trim okra stems (do not cut into pods). In a measuring cup stir together water, brown sugar, and tomato paste.@newline@In a 12-inch heavy skillet at least 2 inches deep heat oil over moderately high heat until hot but not smoking and brown chicken, about 5 minutes, transferring to a plate. In fat remaining in skillet brown potatoes on cut sides. Return chicken to skillet. Stir water mixture and add to skillet with cinnamon sticks. Simmer mixture, covered, 10 minutes. Stir in okra and simmer, covered, until vegetables are almost tender and chicken is cooked through, about 5 minutes more. Stir in lemon juice and simmer, uncovered, until most of liquid is evaporated. Season curry with salt.@newline@While curry is simmering, coarsely chop peanuts and dice mango.@newline@
